t, u_comp_lqr, u_phiobs, u_fullobs
2.779998, 0.000000, 0.000000, 0.000000
2.799998, 0.000000, 0.000000, 0.000000
2.819998, 0.000000, 0.000000, 0.000000
2.839998, 0.000000, 0.000000, 0.000000
2.859998, 0.000000, 0.000000, 0.000000
2.879998, 0.000000, 0.000000, 0.000000
2.899998, 0.000000, 0.000000, 0.000000
2.919998, 0.000000, 0.000000, 0.000000
2.939998, 0.000000, 0.000000, 0.000000
2.959998, 0.000000, 0.000000, 0.000000
2.979998, 0.000000, 0.000000, 0.000000
2.999998, 0.000000, 0.000000, 0.000000
3.019998, 0.000000, 0.000000, 0.000000
3.039998, 0.000000, 0.000000, 0.000000
3.059998, 0.000000, 0.000000, 0.000000
3.079998, 0.000000, 0.000000, 0.000000
3.099998, 0.000000, 0.000000, 0.000000
3.119998, 0.000000, 0.000000, 0.000000
3.139998, 0.000000, 0.000000, 0.000000
3.159998, 0.110000, 0.000000, 0.000000
3.179998, 0.110000, 0.110000, 0.110000
3.199998, 0.110000, 0.110000, 0.110000
3.219998, 0.110000, 0.110000, 0.110000
3.239998, 0.110000, 0.110000, 0.110000
3.259998, 0.110000, 0.100047, 0.110000
3.279998, 0.110000, 0.110000, 0.079378
3.299998, 0.110000, 0.057769, 0.035133
3.319998, 0.110000, -0.029946, 0.020021
3.339998, 0.047963, 0.110000, 0.017006
3.359998, -0.032726, 0.110000, -0.025450
3.379997, -0.085486, 0.110000, -0.088018
3.399997, 0.110000, 0.110000, 0.110000
3.419997, 0.110000, -0.106170, 0.110000
3.439997, 0.110000, 0.110000, 0.110000
3.459997, 0.110000, 0.110000, 0.110000
3.479997, 0.110000, 0.110000, 0.110000
3.499997, 0.110000, 0.110000, 0.110000
3.519997, 0.110000, 0.110000, 0.110000
3.539997, 0.110000, 0.110000, 0.110000
3.559997, 0.110000, 0.110000, 0.110000
3.579997, 0.000000, 0.110000, 0.110000
3.599997, 0.000000, 0.000000, 0.000000
3.619997, 0.000000, 0.000000, 0.000000
3.639997, 0.000000, 0.000000, 0.000000
3.659997, 0.000000, 0.000000, 0.000000
3.679997, 0.000000, 0.000000, 0.000000
3.699997, 0.000000, 0.000000, 0.000000
3.719997, 0.000000, 0.000000, 0.000000
3.739997, 0.000000, 0.000000, 0.000000
3.759997, 0.000000, 0.000000, 0.000000
3.779997, 0.000000, 0.000000, 0.000000
3.799997, 0.000000, 0.000000, 0.000000
3.819997, 0.000000, 0.000000, 0.000000
3.839997, 0.000000, 0.000000, 0.000000
3.859997, 0.000000, 0.000000, 0.000000
3.879997, 0.000000, 0.000000, 0.000000
3.899997, 0.000000, 0.000000, 0.000000
3.919997, 0.000000, 0.000000, 0.000000
3.939997, 0.000000, 0.000000, 0.000000
3.959997, 0.000000, 0.000000, 0.000000
3.979997, 0.000000, 0.000000, 0.000000
3.999997, 0.000000, 0.000000, 0.000000
4.019997, 0.000000, 0.000000, 0.000000
4.039997, 0.000000, 0.000000, 0.000000
4.059997, 0.000000, 0.000000, 0.000000
4.079997, 0.000000, 0.000000, 0.000000
4.099997, 0.000000, 0.000000, 0.000000
4.119997, 0.000000, 0.000000, 0.000000
4.139997, 0.000000, 0.000000, 0.000000
4.159997, 0.000000, 0.000000, 0.000000
4.179997, 0.000000, 0.000000, 0.000000
4.199997, 0.000000, 0.000000, 0.000000
4.219997, 0.000000, 0.000000, 0.000000
4.239997, 0.000000, 0.000000, 0.000000
4.259997, 0.000000, 0.000000, 0.000000
4.279997, 0.000000, 0.000000, 0.000000
4.299997, 0.000000, 0.000000, 0.000000
4.319997, 0.000000, 0.000000, 0.000000
4.339997, 0.000000, 0.000000, 0.000000
4.359997, 0.000000, 0.000000, 0.000000
4.379997, 0.000000, 0.000000, 0.000000
4.399997, 0.000000, 0.000000, 0.000000
4.419997, 0.000000, 0.000000, 0.000000
4.439997, 0.000000, 0.000000, 0.000000
4.459997, 0.000000, 0.000000, 0.000000
4.479997, 0.000000, 0.000000, 0.000000
4.499997, 0.000000, 0.000000, 0.000000
4.519997, 0.000000, 0.000000, 0.000000
4.539997, 0.000000, 0.000000, 0.000000
4.559997, 0.000000, 0.000000, 0.000000
4.579997, 0.000000, 0.000000, 0.000000
4.599997, 0.000000, 0.000000, 0.000000
4.619997, 0.000000, 0.000000, 0.000000
4.639997, 0.000000, 0.000000, 0.000000
4.659997, 0.000000, 0.000000, 0.000000
4.679996, 0.000000, 0.000000, 0.000000
4.699996, 0.000000, 0.000000, 0.000000
4.719996, 0.000000, 0.000000, 0.000000
4.739996, 0.000000, 0.000000, 0.000000
4.759996, 0.000000, 0.000000, 0.000000
4.779996, 0.000000, 0.000000, 0.000000
4.799996, 0.000000, 0.000000, 0.000000
4.819996, 0.000000, 0.000000, 0.000000
4.839996, 0.000000, 0.000000, 0.000000
4.859996, 0.000000, 0.000000, 0.000000
4.879996, 0.000000, 0.000000, 0.000000
4.899996, 0.000000, 0.000000, 0.000000
4.919996, 0.000000, 0.000000, 0.000000
4.939996, 0.000000, 0.000000, 0.000000
4.959996, 0.000000, 0.000000, 0.000000
4.979996, 0.000000, 0.000000, 0.000000
4.999996, 0.000000, 0.000000, 0.000000
5.019996, 0.000000, 0.000000, 0.000000
5.039996, 0.000000, 0.000000, 0.000000
5.059996, 0.000000, 0.000000, 0.000000
5.079996, 0.000000, 0.000000, 0.000000
5.099996, 0.000000, 0.000000, 0.000000
5.119996, 0.000000, 0.000000, 0.000000
5.139996, 0.000000, 0.000000, 0.000000
5.159996, 0.000000, 0.000000, 0.000000
5.179996, 0.000000, 0.000000, 0.000000
5.199996, 0.000000, 0.000000, 0.000000
5.219996, 0.000000, 0.000000, 0.000000
5.239996, 0.000000, 0.000000, 0.000000
5.259996, 0.000000, 0.000000, 0.000000
5.279996, 0.000000, 0.000000, 0.000000
5.299996, 0.000000, 0.000000, 0.000000
5.319996, 0.000000, 0.000000, 0.000000
5.339996, 0.000000, 0.000000, 0.000000
5.359996, 0.000000, 0.000000, 0.000000
5.379996, 0.000000, 0.000000, 0.000000
5.399996, 0.000000, 0.000000, 0.000000
5.419996, 0.000000, 0.000000, 0.000000
5.439996, 0.000000, 0.000000, 0.000000
5.459996, 0.000000, 0.000000, 0.000000
5.479996, 0.000000, 0.000000, 0.000000
5.499996, 0.000000, 0.000000, 0.000000
5.519996, 0.000000, 0.000000, 0.000000
5.539996, 0.000000, 0.000000, 0.000000
5.559996, 0.000000, 0.000000, 0.000000
5.579996, 0.000000, 0.000000, 0.000000
5.599996, 0.000000, 0.000000, 0.000000
5.619996, 0.000000, 0.000000, 0.000000
5.639996, 0.000000, 0.000000, 0.000000
5.659996, 0.000000, 0.000000, 0.000000
5.679996, 0.000000, 0.000000, 0.000000
5.699996, 0.000000, 0.000000, 0.000000
5.719995, 0.000000, 0.000000, 0.000000
5.739995, 0.000000, 0.000000, 0.000000
5.759995, 0.000000, 0.000000, 0.000000
5.779995, 0.000000, 0.000000, 0.000000
5.799995, 0.000000, 0.000000, 0.000000
5.819995, 0.000000, 0.000000, 0.000000
5.839995, 0.000000, 0.000000, 0.000000
5.859995, 0.000000, 0.000000, 0.000000
5.879995, 0.000000, 0.000000, 0.000000
5.899995, 0.000000, 0.000000, 0.000000
5.919995, 0.000000, 0.000000, 0.000000
5.939995, 0.000000, 0.000000, 0.000000
5.959995, 0.000000, 0.000000, 0.000000
5.979995, 0.000000, 0.000000, 0.000000
5.999995, 0.000000, 0.000000, 0.000000
6.019995, 0.000000, 0.000000, 0.000000
6.039995, 0.000000, 0.000000, 0.000000
6.059995, 0.000000, 0.000000, 0.000000
6.079995, 0.000000, 0.000000, 0.000000
6.099995, 0.000000, 0.000000, 0.000000
6.119995, 0.000000, 0.000000, 0.000000
6.139995, 0.000000, 0.000000, 0.000000
6.159995, 0.000000, 0.000000, 0.000000
6.179995, 0.000000, 0.000000, 0.000000
6.199995, 0.000000, 0.000000, 0.000000
6.219995, 0.000000, 0.000000, 0.000000
6.239995, 0.000000, 0.000000, 0.000000
6.259995, 0.000000, 0.000000, 0.000000
6.279995, 0.000000, 0.000000, 0.000000
6.299995, 0.000000, 0.000000, 0.000000
6.319995, 0.000000, 0.000000, 0.000000
6.339995, 0.000000, 0.000000, 0.000000
6.359995, 0.000000, 0.000000, 0.000000
6.379995, 0.000000, 0.000000, 0.000000
6.399995, 0.000000, 0.000000, 0.000000
6.419995, 0.000000, 0.000000, 0.000000
6.439995, 0.000000, 0.000000, 0.000000
6.459995, 0.110000, 0.000000, 0.000000
6.479995, 0.110000, 0.110000, 0.110000
6.499995, 0.110000, 0.110000, 0.110000
6.519995, 0.110000, 0.110000, 0.110000
6.539995, 0.110000, 0.026815, 0.101206
6.559995, 0.088235, -0.072519, 0.033529
6.579995, 0.007380, 0.110000, -0.017814
6.599995, -0.011231, 0.110000, 0.110000
6.619995, -0.023062, 0.110000, 0.110000
6.639995, -0.031457, 0.110000, 0.110000
6.659995, -0.041359, 0.110000, 0.110000
6.679995, -0.051817, 0.110000, 0.110000
6.699995, -0.064344, 0.110000, 0.110000
6.719995, -0.063381, 0.110000, 0.110000
6.739995, -0.063379, 0.110000, 0.110000
6.759995, -0.060600, 0.110000, 0.110000
6.779994, -0.051660, 0.110000, 0.110000
6.799994, -0.055679, 0.110000, 0.110000
6.819994, -0.041335, -0.100413, 0.110000
6.839994, -0.046573, -0.101192, 0.110000
6.859994, -0.047939, -0.094441, 0.110000
6.879994, -0.024819, -0.080394, 0.110000
6.899994, -0.025789, -0.090816, 0.110000
6.919994, -0.031324, -0.103645, 0.110000
6.939994, -0.041697, -0.107931, 0.110000
6.959994, -0.028214, -0.098766, 0.110000
6.979994, -0.047281, -0.107107, -0.107720
6.999994, -0.045002, -0.097591, 0.110000
7.019994, -0.033257, -0.084718, 0.110000
7.039994, -0.027657, -0.087395, 0.110000
7.059994, -0.021538, -0.095901, 0.110000
7.079994, -0.031277, -0.106758, 0.110000
7.099994, -0.020156, -0.104889, 0.110000
7.119994, -0.026872, 0.110000, 0.110000
7.139994, -0.028089, 0.110000, 0.110000
7.159994, -0.013417, -0.103724, 0.110000
7.179994, -0.015544, 0.110000, 0.110000
7.199994, -0.017487, 0.110000, 0.110000
7.219994, -0.023313, 0.110000, 0.110000
7.239994, -0.018750, 0.110000, 0.110000
7.259994, -0.027690, 0.110000, 0.110000
7.279994, -0.020320, -0.109234, 0.110000
7.299994, -0.024117, 0.110000, 0.110000
7.319994, -0.025165, 0.110000, 0.110000
7.339994, -0.028822, -0.108769, 0.110000
7.359994, -0.021407, -0.094439, 0.110000
7.379994, -0.000118, -0.083514, 0.110000
7.399994, 0.001206, -0.092841, 0.110000
7.419994, 0.001955, -0.105021, -0.108027
7.439994, 0.000528, 0.110000, -0.101991
7.459994, -0.010225, 0.110000, -0.093966
7.479994, -0.020917, 0.110000, -0.098799
7.499994, -0.020849, 0.110000, -0.107556
7.519994, -0.010434, 0.110000, -0.108443
7.539994, -0.009362, -0.109916, -0.096547
7.559994, -0.010909, -0.108476, -0.094746
7.579994, -0.011256, -0.102156, -0.100057
7.599994, -0.014237, -0.103209, -0.102244
7.619994, -0.010587, -0.105947, -0.106576
7.639994, -0.013131, 0.110000, -0.099963
7.659994, -0.003962, -0.109823, -0.101353
7.679994, 0.002325, -0.106550, -0.092897
7.699994, -0.001825, 0.110000, -0.081942
7.719994, -0.007438, 0.110000, -0.080076
7.739994, -0.012858, 0.110000, -0.080330
7.759994, -0.008385, 0.110000, -0.081461
7.779994, -0.012175, 0.110000, -0.073356
7.799994, -0.005466, 0.110000, -0.075799
7.819993, -0.005637, -0.109408, -0.068487
7.839993, -0.004318, -0.106595, -0.068269
7.859993, -0.010708, -0.109860, -0.066465
7.879993, -0.015257, 0.110000, -0.071670
7.899993, -0.013003, 0.110000, -0.077559
7.919993, -0.001528, -0.104272, -0.078503
7.939993, -0.003391, -0.103562, -0.068246
7.959993, -0.004349, -0.099944, -0.074118
7.979993, -0.005967, -0.099683, -0.077422
7.999993, -0.009203, -0.105161, -0.078841
8.019994, -0.004613, -0.109352, -0.082005
8.039994, -0.004542, 0.110000, -0.077463
8.059995, 0.003506, -0.107499, -0.080203
8.079995, -0.000570, -0.107166, -0.073364
8.099996, -0.010129, -0.109372, -0.078762
8.119996, -0.008941, -0.108509, -0.090331
8.139997, -0.005724, 0.110000, -0.091313
8.159997, -0.004392, 0.110000, -0.088110
8.179997, -0.006800, 0.110000, -0.087149
8.199998, 0.001621, -0.104464, -0.094958
8.219998, -0.009397, 0.110000, -0.086115
8.239999, -0.011243, 0.110000, -0.096541
8.259999, -0.010187, 0.110000, -0.099184
8.280000, -0.001451, 0.110000, -0.099059
8.300000, -0.000658, 0.110000, -0.089831
8.320001, 0.000744, 0.110000, -0.088638
8.340001, -0.006433, 0.110000, -0.085511
8.360002, -0.013402, 0.110000, -0.086300
8.380002, -0.011833, 0.110000, -0.085589
8.400002, -0.015936, 0.110000, -0.081264
8.420003, -0.005144, 0.110000, -0.090970
8.440003, -0.005701, 0.110000, -0.084025
8.460004, -0.009018, 0.110000, -0.085537
8.480004, -0.010740, 0.110000, -0.088755
8.500005, -0.012654, 0.110000, -0.089260
8.520005, -0.005056, 0.110000, -0.092582
8.540006, 0.000488, 0.110000, -0.090121
8.560006, -0.007589, 0.110000, -0.085163
8.580007, -0.008553, 0.110000, -0.093206
8.600007, -0.019588, 0.110000, -0.089875
8.620008, -0.012271, 0.110000, -0.099711
8.640008, -0.006827, 0.110000, -0.092860
8.660008, -0.007361, 0.110000, -0.088309
8.680009, -0.008749, 0.110000, -0.089799
8.700009, -0.007689, 0.110000, -0.092462
8.720010, -0.009017, 0.110000, -0.088249
8.740010, -0.006068, 0.110000, -0.089046
8.760011, -0.007009, 0.110000, -0.086837
8.780011, -0.007912, 0.110000, -0.090263
8.800012, -0.012667, 0.110000, -0.089959
8.820012, -0.009196, 0.110000, -0.094033
8.840013, -0.011406, 0.110000, -0.090535
8.860013, -0.001163, 0.110000, -0.095646
8.880013, -0.005083, 0.110000, -0.086951
8.900014, -0.012338, 0.110000, -0.090887
8.920014, -0.002446, 0.110000, -0.099174
8.940015, 0.002867, 0.110000, -0.090062
8.960015, 0.005516, 0.110000, -0.085571
8.980016, -0.005223, 0.110000, -0.082386
9.000016, -0.009952, 0.110000, -0.092557
9.020017, -0.015858, 0.110000, -0.094612
9.040017, -0.008419, 0.110000, -0.103283
9.060018, 0.001817, 0.110000, -0.101032
9.080018, 0.001358, -0.108974, -0.093583
9.100019, -0.009077, 0.110000, -0.091975
9.120019, -0.009079, 0.110000, -0.097661
9.140019, -0.009604, 0.110000, -0.092559
9.160020, 0.003183, 0.110000, -0.095842
9.180020, 0.000224, 0.110000, -0.082662
9.200021, -0.005617, 0.110000, -0.082776
9.220021, -0.010486, 0.110000, -0.087096
9.240022, -0.005321, 0.110000, -0.091513
9.260022, 0.007299, 0.110000, -0.087414
9.280023, 0.004903, 0.110000, -0.072820
9.300023, 0.000722, 0.110000, -0.073894
9.320024, -0.005133, 0.110000, -0.073535
9.340024, -0.005310, 0.110000, -0.074181
9.360024, -0.000930, 0.110000, -0.074779
9.380025, 0.003175, -0.107696, -0.075257
9.400025, -0.004347, 0.110000, -0.072915
9.420026, -0.004325, 0.110000, -0.082151
9.440026, -0.002263, 0.110000, -0.081086
9.460027, 0.004238, 0.110000, -0.077858
9.480027, -0.003845, 0.110000, -0.069727
9.500028, -0.002684, 0.110000, -0.079176
9.520028, -0.007023, 0.110000, -0.075977
9.540029, -0.001545, 0.110000, -0.080853
9.560029, -0.000350, 0.110000, -0.076668
9.580029, 0.003222, 0.110000, -0.079843
9.600030, -0.001961, 0.110000, -0.079434
9.620030, -0.003407, 0.110000, -0.084889
9.640031, -0.007935, 0.110000, -0.083347
9.660031, -0.004366, 0.110000, -0.090726
9.680032, 0.000435, 0.110000, -0.090480
9.700032, -0.003048, 0.110000, -0.085237
9.720033, -0.012347, 0.110000, -0.083613
9.740033, -0.011467, 0.110000, -0.089696
9.760034, -0.009997, 0.110000, -0.087989
9.780034, -0.004663, 0.110000, -0.089366
9.800035, -0.007843, 0.110000, -0.086130
9.820035, -0.010606, 0.110000, -0.090345
9.840035, -0.016019, 0.110000, -0.091326
9.860036, 0.004313, -0.108981, -0.100576
9.880036, 0.006084, -0.108550, -0.082664
9.900037, 0.000809, 0.110000, -0.080960
9.920037, -0.002090, 0.110000, -0.085568
9.940038, -0.008728, 0.110000, -0.084817
9.960038, -0.001872, 0.110000, -0.091255
9.980039, 0.002312, 0.110000, -0.088852
10.000039, 0.003960, 0.110000, -0.088112
10.020040, -0.005619, 0.110000, -0.083313
10.040040, -0.009897, 0.110000, -0.088084
10.060040, -0.007432, 0.110000, -0.092090
10.080041, 0.003268, 0.110000, -0.091748
10.100041, 0.000282, 0.110000, -0.080935
10.120042, -0.009316, 0.110000, -0.080194
10.140042, -0.016920, 0.110000, -0.084687
10.160043, -0.016152, 0.110000, -0.089366
10.180043, -0.008114, 0.110000, -0.093267
10.200044, 0.001428, -0.099465, -0.093514
10.220044, -0.005154, -0.106435, -0.083972
10.240045, -0.000403, 0.110000, -0.088595
10.260045, -0.004103, 0.110000, -0.078101
10.280046, -0.001312, 0.110000, -0.080914
10.300046, -0.000653, 0.110000, -0.080864
10.320046, -0.007183, 0.110000, -0.081651
10.340047, -0.009384, 0.110000, -0.086046
10.360047, -0.004458, 0.110000, -0.087472
10.380048, -0.002482, 0.110000, -0.084088
10.400048, 0.003558, -0.102949, -0.085162
10.420049, -0.001189, -0.106197, -0.078636
10.440049, -0.007502, 0.110000, -0.080702
10.460050, -0.002796, 0.110000, -0.085681
10.480050, 0.005205, -0.107986, -0.085581
10.500051, 0.008014, -0.103058, -0.082815
10.520051, 0.000658, -0.107483, -0.082371
10.540051, -0.008629, 0.110000, -0.087390
10.560052, 0.001216, 0.110000, -0.095954
10.580052, 0.003476, 0.110000, -0.084486
10.600053, 0.000371, 0.110000, -0.080161
10.620053, -0.005206, 0.110000, -0.080022
10.640054, -0.010440, 0.110000, -0.082308
10.660054, -0.013885, 0.110000, -0.086687
10.680055, -0.001007, 0.110000, -0.090635
10.700055, 0.005520, -0.108919, -0.081134
10.720056, -0.004701, 0.110000, -0.075115
10.740056, -0.007470, 0.110000, -0.084005
10.760056, -0.013021, 0.110000, -0.082216
10.780057, 0.004969, 0.110000, -0.091115
10.800057, 0.005907, -0.107807, -0.073849
10.820058, 0.004382, 0.110000, -0.071389
10.840058, -0.009932, 0.110000, -0.067895
10.860059, -0.004919, 0.110000, -0.078185
10.880059, -0.008641, 0.110000, -0.069652
10.900060, -0.004048, 0.110000, -0.072838
10.920060, -0.004572, -0.103384, -0.070920
10.940061, -0.006265, -0.103133, -0.071901
10.960061, -0.007337, -0.109026, -0.071810
10.980062, -0.000585, -0.109334, -0.073492
11.000062, 0.004574, -0.106423, -0.068265
11.020062, 0.002270, -0.104272, -0.062543
11.040063, -0.001772, -0.105619, -0.063483
11.060063, -0.002915, -0.108909, -0.069236
11.080064, -0.003156, 0.110000, -0.072618
11.100064, -0.000284, -0.104870, -0.077032
11.120065, 0.007971, -0.095913, -0.080829
11.140065, 0.004800, -0.103679, -0.071645
11.160066, -0.005683, 0.110000, -0.067125
11.180066, -0.009620, 0.110000, -0.073657
11.200067, -0.003187, 0.110000, -0.078530
11.220067, -0.004748, -0.107523, -0.074566
11.240067, 0.001118, -0.100680, -0.079596
11.260068, -0.005150, 0.110000, -0.069026
11.280068, -0.009162, 0.110000, -0.070112
11.300069, -0.005286, 0.110000, -0.072772
11.320069, 0.000582, -0.106786, -0.069518
11.340070, 0.000740, -0.102819, -0.062964
11.360070, -0.001943, -0.103999, -0.062590
11.380071, -0.003969, -0.109822, -0.064480
11.400071, -0.004324, 0.110000, -0.065288
11.420072, 0.001602, -0.107934, -0.067463
11.440072, 0.001850, -0.102408, -0.063692
11.460073, -0.006983, -0.101604, -0.064950
11.480073, -0.010764, -0.100785, -0.076581
11.500073, -0.003638, -0.099331, -0.083948
11.520074, -0.001401, -0.100743, -0.077083
11.540074, 0.006976, -0.095581, -0.077688
11.560075, -0.001611, -0.097043, -0.069012
11.580075, 0.001849, -0.099066, -0.076946
11.600076, -0.000518, -0.108911, -0.069312
11.620076, -0.002603, 0.110000, -0.067479
11.640077, -0.003626, -0.108845, -0.068034
11.660077, 0.004230, -0.096191, -0.071188
11.680078, 0.001262, -0.096424, -0.063587
11.700078, -0.003280, -0.106140, -0.062926
11.720078, -0.004462, 0.110000, -0.063171
11.740079, -0.002648, 0.110000, -0.062666
11.760079, 0.007256, -0.100059, -0.064651
11.780080, 0.002285, -0.097392, -0.060022
11.800080, 0.000140, -0.099662, -0.070420
11.820081, -0.004335, -0.108991, -0.072832
11.840081, -0.003787, 0.110000, -0.073644
11.860082, -0.002621, 0.110000, -0.071089
11.880082, -0.003962, -0.107108, -0.071549
11.900083, -0.002964, -0.101843, -0.075068
11.920083, -0.013522, -0.109628, -0.069939
11.940084, -0.012506, 0.110000, -0.078357
11.960084, -0.004736, -0.104396, -0.080415
11.980084, 0.000436, -0.097777, -0.077541
12.000085, 0.004942, -0.093701, -0.077831
12.020085, -0.000745, -0.100258, -0.073683
12.040086, -0.005167, -0.109116, -0.077477
12.060086, -0.009463, 0.110000, -0.080098
12.080087, -0.002427, -0.109374, -0.086912
12.100087, 0.003490, -0.102018, -0.084090
12.120088, 0.004428, -0.103116, -0.078620
12.140088, -0.004473, 0.110000, -0.074634
